sid,id,target,category,polarity,from,to
24916:2,24916:2:2,девушка,SERVICE#GENERAL,negative,114,121
24916:3,24916:3:0,NULL,SERVICE#GENERAL,positive,0,0
24916:3,24916:3:1,девушка,SERVICE#GENERAL,negative,67,74
24916:4,24916:4:0,NULL,SERVICE#GENERAL,negative,0,0
24916:5,24916:5:0,чаевых,SERVICE#GENERAL,negative,57,63
24916:6,24916:6:0,NULL,RESTAURANT#GENERAL,negative,0,0
2495:2,2495:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
2495:3,2495:3:0,поварам,SERVICE#GENERAL,positive,17,24
2495:3,2495:3:1,блюда,FOOD#QUALITY,positive,40,45
2495:4,2495:4:0,бивштексы,FOOD#QUALITY,positive,11,20
2495:5,2495:5:0,NULL,SERVICE#GENERAL,positive,0,0
2495:6,2495:6:0,обслуживание,SERVICE#GENERAL,positive,28,40
2495:6,2495:6:1,атмосферу,AMBIENCE#GENERAL,positive,51,60
2495:6,2495:6:2,официантов,SERVICE#GENERAL,positive,77,87
2495:7,2495:7:0,место,AMBIENCE#GENERAL,positive,55,60
2495:7,2495:7:1,место,RESTAURANT#GENERAL,positive,55,60
2495:7,2495:7:2,кухней,FOOD#QUALITY,positive,76,82
2495:7,2495:7:3,персоналом,SERVICE#GENERAL,positive,102,112
25507:0,25507:0:0,NULL,AMBIENCE#GENERAL,negative,0,0
25507:2,25507:2:0,второй этаж,AMBIENCE#GENERAL,negative,64,75
25507:3,25507:3:0,NULL,AMBIENCE#GENERAL,negative,0,0
25507:4,25507:4:0,Официантку,SERVICE#GENERAL,negative,0,10
25507:7,25507:7:0,NULL,SERVICE#GENERAL,positive,0,0
25507:8,25507:8:0,NULL,SERVICE#GENERAL,positive,0,0
25507:8,25507:8:1,Салат,FOOD#QUALITY,positive,0,5
25507:9,25507:9:0,NULL,FOOD#QUALITY,neutral,0,0
25507:10,25507:10:0,NULL,SERVICE#GENERAL,negative,0,0
25507:10,25507:10:1,Овощи,FOOD#QUALITY,positive,0,5
25507:11,25507:11:0,приправа,FOOD#QUALITY,positive,40,48
25507:12,25507:12:0,Чеснок,FOOD#QUALITY,neutral,0,6
25507:13,25507:13:0,Соус,FOOD#QUALITY,negative,0,4
25507:14,25507:14:0,официантка,SERVICE#GENERAL,positive,37,47
25507:14,25507:14:1,девушка,SERVICE#GENERAL,positive,97,104
25507:14,25507:14:2,администраторах,SERVICE#GENERAL,negative,137,152
25507:15,25507:15:0,NULL,RESTAURANT#GENERAL,positive,0,0
25709:4,25709:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
25709:5,25709:5:0,девушки,SERVICE#GENERAL,positive,9,16
25709:7,25709:7:0,NULL,SERVICE#GENERAL,positive,0,0
25709:8,25709:8:0,диваны,AMBIENCE#GENERAL,positive,7,13
25709:8,25709:8:1,подушек,AMBIENCE#GENERAL,positive,25,32
25709:9,25709:9:0,музыка,AMBIENCE#GENERAL,positive,28,34
25709:9,25709:9:1,полумрак,AMBIENCE#GENERAL,neutral,44,52
25709:11,25709:11:0,NULL,SERVICE#GENERAL,positive,0,0
25709:12,25709:12:0,NULL,SERVICE#GENERAL,positive,0,0
25709:12,25709:12:1,вина,DRINKS#STYLE_OPTIONS,positive,31,35
25709:12,25709:12:2,коктейльным напитком,DRINKS#STYLE_OPTIONS,positive,45,65
25709:13,25709:13:0,Медальоны из говядины с запеченным картофелем,FOOD#QUALITY,positive,0,45
25709:14,25709:14:0,мясо,FOOD#QUALITY,positive,86,90
25709:15,25709:15:0,NULL,SERVICE#GENERAL,positive,0,0
25709:16,25709:16:0,обслуживании,SERVICE#GENERAL,positive,31,43
25709:18,25709:18:0,NULL,SERVICE#GENERAL,positive,0,0
25709:19,25709:19:0,заведения,RESTAURANT#GENERAL,positive,40,49
25709:20,25709:20:0,NULL,RESTAURANT#GENERAL,positive,0,0
25753:1,25753:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
25753:2,25753:2:0,официант,SERVICE#GENERAL,positive,69,77
25753:2,25753:2:1,администратор,SERVICE#GENERAL,positive,113,126
25753:3,25753:3:0,обслуживание,SERVICE#GENERAL,positive,18,30
25753:4,25753:4:0,NULL,SERVICE#GENERAL,positive,0,0
25753:5,25753:5:0,Еда,FOOD#QUALITY,positive,0,3
25753:6,25753:6:0,Шашлык,FOOD#QUALITY,positive,0,6
25753:7,25753:7:0,Обстановка,AMBIENCE#GENERAL,positive,0,10
25753:7,25753:7:1,интерьер,AMBIENCE#GENERAL,positive,12,20
25753:8,25753:8:0,NULL,RESTAURANT#PRICES,positive,0,0
25960:0,25960:0:0,местечку,RESTAURANT#GENERAL,positive,75,83
25960:1,25960:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
25960:2,25960:2:0,Обслуживание,SERVICE#GENERAL,positive,0,12
25960:2,25960:2:1,блюд,FOOD#QUALITY,positive,38,42
25960:4,25960:4:0,NULL,RESTAURANT#GENERAL,negative,0,0
25960:5,25960:5:0,NULL,AMBIENCE#GENERAL,negative,0,0
25960:6,25960:6:0,Сервис,SERVICE#GENERAL,negative,0,6
25960:7,25960:7:0,NULL,SERVICE#GENERAL,negative,0,0
25960:8,25960:8:0,меню,FOOD#STYLE_OPTIONS,negative,38,42
25960:8,25960:8:1,еды,FOOD#QUALITY,positive,86,89
25960:9,25960:9:0,NULL,RESTAURANT#PRICES,negative,0,0
25960:10,25960:10:0,место,RESTAURANT#GENERAL,negative,28,33
26022:1,26022:1:0,Заведение,AMBIENCE#GENERAL,positive,0,9
26022:1,26022:1:1,Заведение,RESTAURANT#GENERAL,positive,0,9
26022:2,26022:2:0,NULL,SERVICE#GENERAL,positive,0,0
26022:2,26022:2:1,этажа,AMBIENCE#GENERAL,positive,4,9
26022:3,26022:3:0,гардеробщику-официанту-бармену,SERVICE#GENERAL,positive,17,47
26022:3,26022:3:1,афроамериканцу,SERVICE#GENERAL,positive,90,104
26022:4,26022:4:0,роллы,FOOD#QUALITY,positive,20,25
26022:4,26022:4:1,филадельфия,FOOD#QUALITY,positive,94,105
26022:4,26022:4:2,роллов,FOOD#STYLE_OPTIONS,negative,142,148
26022:5,26022:5:0,заведении,RESTAURANT#PRICES,negative,14,23
26022:5,26022:5:1,роллы,FOOD#STYLE_OPTIONS,positive,81,86
26022:6,26022:6:0,суши,FOOD#STYLE_OPTIONS,positive,46,50
26022:6,26022:6:1,роллов,FOOD#STYLE_OPTIONS,positive,52,58
26022:6,26022:6:2,салатов,FOOD#STYLE_OPTIONS,positive,60,67
26022:6,26022:6:3,супов,FOOD#STYLE_OPTIONS,positive,69,74
26022:6,26022:6:4,горячих блюд,FOOD#STYLE_OPTIONS,positive,84,96
2606:2,2606:2:0,Местечко,AMBIENCE#GENERAL,positive,0,8
2606:2,2606:2:1,интерьер,AMBIENCE#GENERAL,positive,17,25
2606:2,2606:2:2,кухня,FOOD#QUALITY,positive,64,69
2606:3,2606:3:0,официантка,SERVICE#GENERAL,positive,35,45
2606:4,2606:4:0,официантка,SERVICE#GENERAL,negative,6,16
2606:5,2606:5:0,официантка,SERVICE#GENERAL,negative,6,16
2606:5,2606:5:1,заведение,RESTAURANT#GENERAL,negative,235,244
26152:3,26152:3:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
26152:3,26152:3:1,атмосферой,AMBIENCE#GENERAL,positive,50,60
26152:3,26152:3:2,приглушенным светом,AMBIENCE#GENERAL,positive,63,82
26152:4,26152:4:0,NULL,AMBIENCE#GENERAL,positive,0,0
26152:5,26152:5:0,мебель,AMBIENCE#GENERAL,positive,27,33
26152:5,26152:5:1,интерьер,AMBIENCE#GENERAL,positive,47,55
26152:8,26152:8:0,Сервис,SERVICE#GENERAL,positive,0,6
26152:10,26152:10:0,NULL,SERVICE#GENERAL,positive,0,0
26152:12,26152:12:0,NULL,SERVICE#GENERAL,positive,0,0
26152:13,26152:13:0,Персонал,SERVICE#GENERAL,positive,0,8
26152:14,26152:14:0,хачапури по-аджарски,FOOD#QUALITY,positive,7,27
26152:14,26152:14:1,сыра,FOOD#QUALITY,positive,36,40
26152:14,26152:14:2,тесто,FOOD#QUALITY,positive,49,54
26152:15,26152:15:0,Салат с лососем,FOOD#QUALITY,positive,0,15
26152:15,26152:15:1,порция,FOOD#STYLE_OPTIONS,positive,26,32
26152:15,26152:15:2,заправка,FOOD#QUALITY,positive,44,52
26152:16,26152:16:0,Салат от шеф-повара с курицей,FOOD#QUALITY,positive,0,29
26152:17,26152:17:0,Тирамису,FOOD#QUALITY,positive,0,8
26152:18,26152:18:0,крем,FOOD#QUALITY,positive,13,17
26152:18,26152:18:1,пропитка,FOOD#QUALITY,positive,27,35
26152:19,26152:19:0,NULL,FOOD#PRICES,positive,0,0
26152:20,26152:20:0,рестораны,RESTAURANT#GENERAL,positive,45,54
26152:20,26152:20:1,кухней,FOOD#QUALITY,positive,70,76
26152:20,26152:20:2,обслуживанием,SERVICE#GENERAL,positive,87,100
26152:21,26152:21:0,NULL,RESTAURANT#GENERAL,positive,0,0
2616:1,2616:1:0,суши,FOOD#QUALITY,positive,33,37
2616:2,2616:2:0,спальном районе,LOCATION#GENERAL,negative,40,55
2616:3,2616:3:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
2616:4,2616:4:0,Кухня,FOOD#QUALITY,positive,0,5
2616:4,2616:4:1,суши,FOOD#QUALITY,positive,18,22
2616:4,2616:4:2,рыба,FOOD#QUALITY,positive,31,35
2616:4,2616:4:3,рис,FOOD#QUALITY,positive,57,60
2616:4,2616:4:4,классичесикие суши,FOOD#QUALITY,positive,85,103
2616:4,2616:4:5,роллы,FOOD#QUALITY,positive,106,111
2616:5,2616:5:0,порции,FOOD#STYLE_OPTIONS,positive,4,10
2616:6,2616:6:0,NULL,FOOD#QUALITY,positive,0,0
2616:7,2616:7:0,вареники с вишней,FOOD#QUALITY,positive,19,36
2616:8,2616:8:0,Сервис,SERVICE#GENERAL,positive,0,6
2616:9,2616:9:0,NULL,FOOD#PRICES,neutral,0,0
2616:9,2616:9:1,роллы,FOOD#PRICES,neutral,33,38
2616:9,2616:9:2,напитки,DRINKS#PRICES,positive,47,54
2616:10,2616:10:0,NULL,RESTAURANT#GENERAL,positive,0,0
2616:11,2616:11:0,место,RESTAURANT#GENERAL,positive,56,61
2616:12,2616:12:0,ресторан,RESTAURANT#GENERAL,positive,11,19
2616:15,2616:15:0,NULL,RESTAURANT#GENERAL,positive,0,0
2616:15,2616:15:1,кофе,DRINKS#QUALITY,negative,76,80
2616:16,2616:16:0,NULL,RESTAURANT#GENERAL,positive,0,0
2616:17,2616:17:0,NULL,RESTAURANT#GENERAL,positive,0,0
26284:1,26284:1:0,ресторан,RESTAURANT#GENERAL,positive,60,68
26284:2,26284:2:0,интерьер,AMBIENCE#GENERAL,positive,39,47
26284:2,26284:2:1,обслуживание,SERVICE#GENERAL,positive,58,70
26284:2,26284:2:2,официантки,SERVICE#GENERAL,positive,71,81
26284:2,26284:2:3,вид из окна,LOCATION#GENERAL,positive,114,125
26284:2,26284:2:4,кухня,FOOD#QUALITY,positive,156,161
26284:3,26284:3:0,NULL,FOOD#QUALITY,positive,0,0
26284:3,26284:3:1,NULL,FOOD#PRICES,positive,0,0
26284:3,26284:3:2,"""BELLINI""",RESTAURANT#GENERAL,positive,135,144
26284:4,26284:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
26330:1,26330:1:0,интерьера,AMBIENCE#GENERAL,positive,32,41
26330:1,26330:1:1,кухни,FOOD#QUALITY,positive,53,58
26330:1,26330:1:2,закусок к пиву,FOOD#STYLE_OPTIONS,positive,103,117
26330:2,26330:2:0,перчики халапена,FOOD#QUALITY,positive,22,38
26330:2,26330:2:1,порции,FOOD#STYLE_OPTIONS,positive,111,117
26330:2,26330:2:2,порции,FOOD#PRICES,neutral,111,117
26330:3,26330:3:0,NULL,FOOD#PRICES,positive,0,0
26330:3,26330:3:1,NULL,FOOD#QUALITY,positive,0,0
26330:4,26330:4:0,обслуживающий персонал,SERVICE#GENERAL,positive,15,37
26330:5,26330:5:0,Девушка,SERVICE#GENERAL,positive,0,7
26330:6,26330:6:0,пиво,DRINKS#QUALITY,positive,8,12
26330:7,26330:7:0,NULL,FOOD#STYLE_OPTIONS,positive,0,0
26330:8,26330:8:0,бармен,SERVICE#GENERAL,positive,0,6
26330:9,26330:9:0,NULL,SERVICE#GENERAL,positive,0,0
26330:9,26330:9:1,пиво,DRINKS#QUALITY,positive,56,60
26330:10,26330:10:0,пивном баре,RESTAURANT#GENERAL,positive,29,40
26330:11,26330:11:0,Гроссенштрассе,RESTAURANT#GENERAL,positive,5,19
26887:1,26887:1:0,кухня,FOOD#QUALITY,negative,23,28
26887:1,26887:1:1,обслуживание,SERVICE#GENERAL,negative,31,43
26887:1,26887:1:2,суши,FOOD#QUALITY,negative,59,63
26887:4,26887:4:0,официантку,SERVICE#GENERAL,negative,33,43
26887:7,26887:7:0,NULL,SERVICE#GENERAL,negative,0,0
26887:8,26887:8:0,NULL,SERVICE#GENERAL,negative,0,0
26887:9,26887:9:0,управляющего,SERVICE#GENERAL,negative,28,40
26887:9,26887:9:1,администратора,SERVICE#GENERAL,negative,53,67
26887:10,26887:10:0,девушка,SERVICE#GENERAL,negative,25,32
26887:11,26887:11:0,NULL,SERVICE#GENERAL,negative,0,0
26887:12,26887:12:0,персонала,SERVICE#GENERAL,negative,84,93
26887:12,26887:12:1,заведении,RESTAURANT#GENERAL,negative,129,138
2692:0,2692:0:0,Тан Жен,RESTAURANT#GENERAL,positive,51,58
2692:1,2692:1:0,NULL,FOOD#QUALITY,positive,0,0
2692:1,2692:1:1,место,RESTAURANT#GENERAL,positive,4,9
2692:3,2692:3:0,кухню,FOOD#QUALITY,positive,26,31
2692:3,2692:3:1,обслуживание,SERVICE#GENERAL,positive,56,68
2692:4,2692:4:0,ресторан,RESTAURANT#GENERAL,positive,14,22
2692:5,2692:5:0,еды,FOOD#QUALITY,positive,99,102
2692:6,2692:6:0,официанта,SERVICE#GENERAL,positive,95,104
2692:7,2692:7:0,NULL,SERVICE#GENERAL,positive,0,0
2692:8,2692:8:0,NULL,FOOD#QUALITY,positive,0,0
2692:10,2692:10:0,NULL,FOOD#QUALITY,positive,0,0
2692:11,2692:11:0,NULL,SERVICE#GENERAL,negative,0,0
27169:2,27169:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
27169:4,27169:4:0,место,RESTAURANT#GENERAL,positive,47,52
27169:5,27169:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
27169:6,27169:6:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
27169:6,27169:6:1,обстановка,AMBIENCE#GENERAL,positive,31,41
27169:6,27169:6:2,обслуживание,SERVICE#GENERAL,positive,43,55
27169:7,27169:7:0,NULL,FOOD#PRICES,neutral,0,0
27169:7,27169:7:1,блюда,FOOD#QUALITY,positive,17,22
27169:7,27169:7:2,блюда,FOOD#STYLE_OPTIONS,positive,17,22
27169:7,27169:7:3,порции,FOOD#STYLE_OPTIONS,positive,92,98
27169:8,27169:8:0,продукты,FOOD#QUALITY,positive,26,34
27169:9,27169:9:0,блюде,FOOD#QUALITY,positive,9,14
27169:10,27169:10:0,персонал,SERVICE#GENERAL,positive,16,24
27169:10,27169:10:1,администраторы,SERVICE#GENERAL,positive,26,40
27169:10,27169:10:2,официант,SERVICE#GENERAL,positive,56,64
27169:11,27169:11:0,обслуживание,SERVICE#GENERAL,positive,79,91
27169:12,27169:12:0,NULL,SERVICE#GENERAL,positive,0,0
27169:13,27169:13:0,NULL,FOOD#QUALITY,positive,0,0
27169:14,27169:14:0,интерьера,AMBIENCE#GENERAL,positive,110,119
27169:15,27169:15:0,Цвет,AMBIENCE#GENERAL,positive,0,4
27169:15,27169:15:1,свет,AMBIENCE#GENERAL,positive,6,10
27169:15,27169:15:2,оформление стен,AMBIENCE#GENERAL,positive,12,27
27169:16,27169:16:0,NULL,AMBIENCE#GENERAL,positive,0,0
27169:17,27169:17:0,NULL,RESTAURANT#GENERAL,positive,0,0
27375:0,27375:0:0,ресторанчик,AMBIENCE#GENERAL,positive,43,54
27375:1,27375:1:0,Впечатляет все,RESTAURANT#GENERAL,positive,0,14
27375:2,27375:2:0,пиво,DRINKS#QUALITY,positive,8,12
27375:2,27375:2:1,суджук,FOOD#QUALITY,positive,36,42
27375:2,27375:2:2,атмосфера,AMBIENCE#GENERAL,positive,69,78
27375:2,27375:2:3,персонал,SERVICE#GENERAL,positive,92,100
27375:3,27375:3:0,девушка,SERVICE#GENERAL,positive,12,19
27375:3,27375:3:1,администратор ресторана,SERVICE#GENERAL,positive,30,53
27375:3,27375:3:2,обслуживание,SERVICE#GENERAL,positive,101,113
27375:3,27375:3:3,подход к посетителям,SERVICE#GENERAL,positive,127,147
27375:3,27375:3:4,отношение к клиентам,SERVICE#GENERAL,positive,162,182
27375:6,27375:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
2747:1,2747:1:0,"""Восточный Экспресс""",RESTAURANT#GENERAL,positive,64,84
2747:2,2747:2:0,место,RESTAURANT#GENERAL,positive,10,15
2747:2,2747:2:1,обстановке,AMBIENCE#GENERAL,positive,54,64
2747:3,2747:3:0,диванчики-купе,AMBIENCE#GENERAL,positive,63,77
2747:4,2747:4:0,вентиляция,AMBIENCE#GENERAL,positive,8,18
2747:5,2747:5:0,Кухня,FOOD#QUALITY,positive,0,5
2747:5,2747:5:1,обслуживание,SERVICE#GENERAL,positive,8,20
2747:6,2747:6:0,сотрудникам ресторана,SERVICE#GENERAL,positive,21,42
2747:7,2747:7:0,NULL,RESTAURANT#GENERAL,positive,0,0
2747:8,2747:8:0,"салат ""Кавказский""",FOOD#QUALITY,positive,48,66
2747:8,2747:8:1,грейпфрута,FOOD#QUALITY,positive,101,111
2747:9,2747:9:0,Салат с малосольным лососем,FOOD#QUALITY,positive,0,27
2747:9,2747:9:1,Дораду с овощами,FOOD#QUALITY,positive,62,78
2747:10,2747:10:0,овощной гарнир,FOOD#QUALITY,positive,27,41
2747:10,2747:10:1,овощной гарнир,FOOD#STYLE_OPTIONS,positive,27,41
2747:11,2747:11:0,"Форель, запеченная с овощами с соусом из петрушки",FOOD#QUALITY,positive,0,49
2747:11,2747:11:1,блюдо,FOOD#QUALITY,positive,90,95
2747:15,2747:15:0,тесто,FOOD#QUALITY,positive,14,19
2747:15,2747:15:1,мясо,FOOD#QUALITY,positive,28,32
2747:16,2747:16:0,Морс - из натуральной клюквы,FOOD#QUALITY,positive,0,28
2747:17,2747:17:0,вишневый штрудель,FOOD#QUALITY,positive,18,35
2747:17,2747:17:1,вишни,FOOD#QUALITY,positive,43,48
2747:17,2747:17:2,мороженого,FOOD#QUALITY,positive,59,69
2747:17,2747:17:3,яблочный пирог,FOOD#QUALITY,positive,80,94
2747:17,2747:17:4,клубнчный десерт,FOOD#QUALITY,positive,114,130
2747:17,2747:17:5,панакота с клубничным пюре,FOOD#QUALITY,positive,142,168
2747:18,2747:18:0,NULL,FOOD#QUALITY,positive,0,0
2747:18,2747:18:1,ресторане,RESTAURANT#GENERAL,positive,62,71
2747:18,2747:18:2,ресторане,AMBIENCE#GENERAL,positive,62,71
27539:1,27539:1:0,атмосфера,AMBIENCE#GENERAL,positive,9,18
27539:1,27539:1:1,живая музыка,AMBIENCE#GENERAL,neutral,20,32
27539:2,27539:2:0,утку по пекински с супом,FOOD#QUALITY,positive,20,44
27539:2,27539:2:1,едой,FOOD#QUALITY,positive,76,80
27539:3,27539:3:0,место,RESTAURANT#GENERAL,positive,29,34
27539:3,27539:3:1,девушку,SERVICE#GENERAL,negative,118,125
27539:3,27539:3:2,порции,FOOD#STYLE_OPTIONS,negative,225,231
27539:3,27539:3:3,суп к утке,FOOD#STYLE_OPTIONS,negative,352,362
27539:4,27539:4:0,девушка администратор,SERVICE#GENERAL,positive,31,52
27539:4,27539:4:1,атмосфера,AMBIENCE#GENERAL,positive,94,103
27539:4,27539:4:2,зале,AMBIENCE#GENERAL,neutral,107,111
27539:4,27539:4:3,обслуживание,SERVICE#GENERAL,positive,126,138
27539:4,27539:4:4,официатки,SERVICE#GENERAL,positive,159,168
27539:4,27539:4:5,еда,FOOD#QUALITY,positive,183,186
27539:5,27539:5:0,китайский ресторан,RESTAURANT#PRICES,neutral,18,36
27539:5,27539:5:1,китайский ресторан,RESTAURANT#GENERAL,positive,18,36
27539:6,27539:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
27539:7,27539:7:0,NULL,RESTAURANT#GENERAL,positive,0,0
27569:2,27569:2:0,кухня,FOOD#QUALITY,positive,26,31
27569:2,27569:2:1,обслуживание,SERVICE#GENERAL,positive,35,47
27569:2,27569:2:2,обстановка,AMBIENCE#GENERAL,positive,51,61
27569:2,27569:2:3,ресторан,RESTAURANT#GENERAL,positive,68,76
27569:6,27569:6:0,NULL,SERVICE#GENERAL,positive,0,0
27569:6,27569:6:1,еду,FOOD#QUALITY,positive,37,40
27569:7,27569:7:0,зелень с овощами,FOOD#QUALITY,positive,11,27
27569:8,27569:8:0,шашлык,FOOD#QUALITY,neutral,0,6
27569:9,27569:9:0,чебуреки,FOOD#QUALITY,positive,14,22
27569:10,27569:10:0,десертов,FOOD#QUALITY,positive,0,8
27569:11,27569:11:0,грузинских вин,DRINKS#STYLE_OPTIONS,negative,54,68
27569:12,27569:12:0,Музыка,AMBIENCE#GENERAL,positive,0,6
27569:12,27569:12:1,обстановка,AMBIENCE#GENERAL,positive,30,40
27569:13,27569:13:0,NULL,FOOD#QUALITY,positive,0,0
27569:13,27569:13:1,Арагви,RESTAURANT#PRICES,positive,82,88
27569:13,27569:13:2,Арагви,RESTAURANT#GENERAL,positive,82,88
27620:0,27620:0:0,интерьер,AMBIENCE#GENERAL,positive,73,81
27620:1,27620:1:0,обслуживание,SERVICE#GENERAL,negative,46,58
27620:2,27620:2:0,NULL,SERVICE#GENERAL,negative,0,0
27620:3,27620:3:0,NULL,SERVICE#GENERAL,negative,0,0
27620:4,27620:4:0,апельсинового сока,FOOD#STYLE_OPTIONS,negative,25,43
27620:4,27620:4:1,официант,SERVICE#GENERAL,negative,62,70
27620:5,27620:5:0,NULL,SERVICE#GENERAL,negative,0,0
27620:6,27620:6:0,NULL,SERVICE#GENERAL,negative,0,0
27620:8,27620:8:0,NULL,SERVICE#GENERAL,negative,0,0
27620:10,27620:10:0,Еда,FOOD#QUALITY,negative,0,3
27620:11,27620:11:0,NULL,FOOD#PRICES,negative,0,0
27620:12,27620:12:0,NULL,FOOD#STYLE_OPTIONS,positive,0,0
27620:12,27620:12:1,NULL,FOOD#QUALITY,negative,0,0
27620:13,27620:13:0,кофе,DRINKS#QUALITY,positive,18,22
27620:14,27620:14:0,Пирожных,FOOD#STYLE_OPTIONS,negative,0,8
27620:15,27620:15:0,NULL,RESTAURANT#GENERAL,negative,0,0
27629:4,27629:4:0,Официантка,SERVICE#GENERAL,negative,0,10
27629:5,27629:5:0,NULL,SERVICE#GENERAL,negative,0,0
27629:6,27629:6:0,блюда китайской кухни,FOOD#QUALITY,negative,56,77
27629:7,27629:7:0,Кухня,FOOD#QUALITY,negative,0,5
27629:8,27629:8:0,обслуживание,SERVICE#GENERAL,negative,61,73
27629:9,27629:9:0,интерьер,AMBIENCE#GENERAL,positive,25,33
27629:10,27629:10:0,мебель,AMBIENCE#GENERAL,negative,20,26
27629:11,27629:11:0,заведение,RESTAURANT#GENERAL,negative,15,24
27816:0,27816:0:0,NULL,RESTAURANT#GENERAL,positive,0,0
27816:1,27816:1:0,ресторан,RESTAURANT#GENERAL,positive,14,22
27816:2,27816:2:0,банкетное меню,FOOD#STYLE_OPTIONS,positive,11,25
27816:2,27816:2:1,кухня,FOOD#QUALITY,positive,35,40
27816:2,27816:2:2,кухня,FOOD#PRICES,positive,35,40
27816:3,27816:3:0,шашлык,FOOD#QUALITY,positive,8,14
27816:3,27816:3:1,ассортимент блюд,FOOD#STYLE_OPTIONS,positive,24,40
27816:5,27816:5:0,NULL,AMBIENCE#GENERAL,positive,0,0
27816:6,27816:6:0,Атмосфера,AMBIENCE#GENERAL,positive,0,9
27816:6,27816:6:1,обстановка,AMBIENCE#GENERAL,positive,49,59
27816:6,27816:6:2,персонал,SERVICE#GENERAL,positive,74,82
27816:7,27816:7:0,развлекательная программа,AMBIENCE#GENERAL,positive,11,36
27816:7,27816:7:1,живая музыка,AMBIENCE#GENERAL,positive,39,51
27816:8,27816:8:0,NULL,RESTAURANT#GENERAL,positive,0,0
27816:9,27816:9:0,NULL,RESTAURANT#GENERAL,positive,0,0
27816:11,27816:11:0,NULL,RESTAURANT#GENERAL,positive,0,0
27816:11,27816:11:1,музыканты,AMBIENCE#GENERAL,positive,46,55
27816:12,27816:12:0,кальян,RESTAURANT#MISCELLANEOUS,positive,8,14
27816:13,27816:13:0,NULL,RESTAURANT#GENERAL,positive,0,0
27841:1,27841:1:0,обслуживающим персоналом,SERVICE#GENERAL,positive,21,45
27841:2,27841:2:0,Кофе,FOOD#QUALITY,positive,0,4
27841:2,27841:2:1,тортики,FOOD#QUALITY,positive,14,21
27841:4,27841:4:0,пива,DRINKS#STYLE_OPTIONS,neutral,6,10
27841:5,27841:5:0,напиток,DRINKS#STYLE_OPTIONS,positive,20,27
27841:5,27841:5:1,Тиммерманс,DRINKS#STYLE_OPTIONS,positive,45,55
27841:5,27841:5:2,Невское,DRINKS#STYLE_OPTIONS,positive,58,65
27841:6,27841:6:0,закусочки,FOOD#QUALITY,positive,18,27
27841:6,27841:6:1,жаренные крылышки,FOOD#QUALITY,positive,31,48
27841:6,27841:6:2,кальмары,FOOD#QUALITY,positive,61,69
27841:8,27841:8:0,соуса,FOOD#STYLE_OPTIONS,negative,11,16
27841:8,27841:8:1,девушка-официантка,SERVICE#GENERAL,positive,69,87
27841:9,27841:9:0,Интерьер,AMBIENCE#GENERAL,neutral,0,8
27841:10,27841:10:0,Обслуживание,SERVICE#GENERAL,positive,0,12
27841:11,27841:11:0,местечко,RESTAURANT#GENERAL,positive,38,46
280:2,280:2:0,персонал,SERVICE#GENERAL,positive,41,49
280:3,280:3:0,NULL,SERVICE#GENERAL,positive,0,0
280:4,280:4:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
280:4,280:4:1,столики,AMBIENCE#GENERAL,positive,80,87
280:4,280:4:2,места в центре ресторана,AMBIENCE#GENERAL,negative,107,131
280:5,280:5:0,NULL,FOOD#QUALITY,positive,0,0
280:5,280:5:1,NULL,SERVICE#GENERAL,positive,0,0
280:6,280:6:0,Порции,FOOD#STYLE_OPTIONS,neutral,0,6
280:6,280:6:1,блюда,FOOD#STYLE_OPTIONS,positive,16,21
280:7,280:7:0,ресторана,RESTAURANT#GENERAL,positive,11,20
280:8,280:8:0,ресторану La Fabrik,RESTAURANT#GENERAL,positive,8,27
28083:1,28083:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
28083:4,28083:4:0,обслуживание,SERVICE#GENERAL,positive,63,75
28083:4,28083:4:1,кухня,FOOD#QUALITY,positive,86,91
28083:5,28083:5:0,пиво,DRINKS#QUALITY,positive,4,8
28083:6,28083:6:0,NULL,SERVICE#GENERAL,neutral,0,0
28083:8,28083:8:0,Персонал,SERVICE#GENERAL,positive,0,8
28083:9,28083:9:0,девушка,SERVICE#GENERAL,positive,23,30
28083:10,28083:10:0,девушка,SERVICE#GENERAL,positive,18,25
28083:11,28083:11:0,NULL,SERVICE#GENERAL,positive,0,0
28083:12,28083:12:0,NULL,SERVICE#GENERAL,positive,0,0
28083:13,28083:13:0,NULL,SERVICE#GENERAL,positive,0,0
28083:14,28083:14:0,NULL,SERVICE#GENERAL,positive,0,0
28083:15,28083:15:0,NULL,RESTAURANT#GENERAL,positive,0,0
28083:16,28083:16:0,NULL,RESTAURANT#GENERAL,positive,0,0
